course_link,course_name,Description_1,Description_2
https://in.udacity.com/course/high-performance-computing--ud281,Writing READMEs,NA,"The goal of this course is to give you solid foundations for developing, analyzing, and implementing parallel and locality-efficient algorithms. This course focuses on theoretical underpinnings. To give a practical feeling for how algorithms map to and behave on real systems, we will supplement algorithmic theory with hands-on exercises on modern HPC systems, such as Cilk Plus or OpenMP on shared memory nodes, CUDA for graphics co-processors (GPUs), and MPI and PGAS models for distributed memory systems."
https://in.udacity.com/course/app-marketing--ud719,Interactive 3D Graphics,NA,"Without customers, your business does not exist. Marketing helps you understand your potential user and focus your product on their needs. This course will help you organize a strategy of identifying your perfect user, find ways to connect with them and what you’ll say when you find them. This covers research, planning, execution and most importantly how to grow your user base."
https://in.udacity.com/course/embedded-systems--ud169,Intro to Information Security,NA,"In the 21st century, embedded systems are the systems of future with cellular phones, smart-phones, tablets becoming the dominant platforms for computing and communication. The ubiquity of information and the associated need for the computation that accompanies it is driving this revolution only to be accelerated by the new paradigms such as the Internet-of-Things (IoT). These platforms are clearly very different in terms of their processing requirements which are very unique: real-time needs, high performance but at low energy, compact-code and data segments, and most importantly ever changing software stack. Such unique requirements have led to a complete redesign and reinvention of the both hardware and the software stack from ground up, for example, brand new processors such as ARM, DSPs, network processors were invented all the way up to new virtual machines such as Dalvik, new operating systems such as Android and new programming models and compiler optimizations."
https://in.udacity.com/course/high-performance-computer-architecture--ud007,Client-Server Communication,NA,This class is offered as CS6290 at Georgia Tech where it is a part of the Online Masters Degree (OMS). Taking this course here will not earn credit towards the OMS degree.
https://in.udacity.com/course/network-security--ud199,Configuring Linux Web Servers,NA,The summary for this course comes from the course web site at Georgia Tech. Note that watching this course on Udacity does not count for Georgia Tech credit unless you are enrolled in the Georgia Tech OMSCS program.
https://in.udacity.com/course/how-to-make-an-ios-app--ud607,Authentication & Authorization: OAuth,NA,"Do you have some experience building apps for the iPhone or iPad and want to build an app from the ground up, but don't know where to begin? Look no further! In this course, you'll learn the process of building an iOS app, from brainstorming ideas to publishing on the App Store."
https://in.udacity.com/course/swift-for-developers--ud1025,Statistics,NA,"This course offers a quick practical introduction to Swift basics, including types, variables, constants, and functions. It combines syntax exercises with hands-on iOS development in Xcode. By the end of the course students will build their first iOS app, an app that creates and displays song lyrics customized to user input."
https://in.udacity.com/course/intro-to-physics--ph100,Browser Rendering Optimization,NA,"Study physics abroad in Europe -- virtually! Learn the basics of physics on location in Italy, the Netherlands and the UK, by answering some of the discipline's major questions from over the last 2000 years."
https://in.udacity.com/course/artificial-intelligence--ud954,Programming Languages,NA,"Learn about the fundamentals of Artificial Intelligence in this introductory graduate-level course. It provides a survey of various topics in the field along with in-depth discussion of foundational concepts such as classical search, probability, machine learning, logic and planning."
https://in.udacity.com/course/object-oriented-javascript--ud711,Applied Cryptography,NA,"This course is designed to teach web developers how to utilize the various object-oriented programming features within JavaScript. Object-oriented programming allows developers to build applications with reusable and maintainable blocks of code, which leads to efficiency and simplified software design."
https://in.udacity.com/course/machine-learning-unsupervised-learning--ud741,Time Series Forecasting,NA,This is the second course in the 3-course Machine Learning Series and is offered at Georgia Tech as CS7641. Taking this class here does not earn Georgia Tech credit.
https://in.udacity.com/course/creating-an-analytical-dataset--ud977,Get Your Startup Started,NA,"The Creating an Analytical Dataset course provides students with foundational knowledge to input, clean, blend, and format data in preparation for analysis. You will learn:
"
https://in.udacity.com/course/asynchronous-javascript-requests--ud109,HTTP & Web Servers,NA,"This course covers everything a developer needs to know to asynchronously send and receive data in their web applications. You'll dive into how asynchronous requests work by using the XHR object to create and send asynchronous requests for image and news article data. Then, you'll see how you can perform async requests more easily using third-party libraries and APIs like jQuery's Ajax and the Fetch API."
https://in.udacity.com/course/localization-essentials--ud610,Advanced Operating Systems,NA,"Localization is the art of adapting a product linguistically and culturally for international users. Although the industry has been around since the 1980s, it has become increasingly important over the past few years as more and more users are getting online and the vast majority of these users are non-English speakers."
https://in.udacity.com/course/rapid-prototyping--ud723,Database Systems Concepts & Design,NA,"Prototyping allows you to spend ten minutes — instead of ten hours — finding an amazing design for your product. This course will guide you through the iterative process of prototyping an app and conducting user research. You will start by making a low fidelity paper prototype, conducting research with users, and using that research to inform your next iteration. Together with InVision we’ll guide you through creating interactive prototypes. This means you don’t have to code an app before putting it in front of users! Along the way, you’ll learn how and where prototyping fits into your app design process and how you can use prototyping to become a better entrepreneur."
https://in.udacity.com/course/model-building-and-validation--ud919,Data Analysis and Visualization,NA,"This course will teach you how to start from scratch in answering questions about the real world using data. Machine learning happens to be a small part of this process. The model building process involves setting up ways of collecting data, understanding and paying attention to what is important in the data to answer the questions you are asking, finding a statistical, mathematical or a simulation model to gain understanding and make predictions."
https://in.udacity.com/course/javascript-and-the-dom--ud117,Android Performance,NA,"JavaScript is an extremely powerful programming language. One place where its power truly shines is using it to control a web page. Through this course, you'll learn about the Document Object Model (DOM), how it's created, and what capabilities it provides. Then you'll use JavaScript and the DOM to add, delete, or alter page content; control page styling, and respond to user actions."
https://in.udacity.com/course/compilers-theory-and-practice--ud168,"Computability, Complexity & Algorithms",NA,The objective of this course is to learn the theory and practice behind building automatic translators (compilers) for higher level programming languages and to engineer and build key phases of a compiler in Java or C++ for a small language.
https://in.udacity.com/course/software-debugging--cs259,Intro to Theoretical Computer Science,NA,"In this class you will learn how to debug programs systematically, how to automate the debugging process and build several automated debugging tools in Python."
https://in.udacity.com/course/ab-testing--ud979,Google Maps APIs,NA,The A/B Testing course provides students with the foundational knowledge to design and analyze A/B tests to create business insights and support decision making. You will learn:
https://in.udacity.com/course/uikit-fundamentals--ud788,High Performance Computing,NA,"In this course, you will build a series of simple apps to become more comfortable with the UIKit framework and master its most widely used components. This framework constitutes the building blocks of the user interface for all iOS apps, and is crucial for any iOS Developer to be intimately familiar with."
https://in.udacity.com/course/vr-software-development--ud1014,App Marketing,NA,"This course is designed to teach you how to make your VR experience more dynamic and responsive to your users. You will be exposed to C# programming and be using it in the Unity interface. Upon completing this course, you will have learned basic programming constructs such as methods, loops, and variables. You will also be able to use events and know how to apply them in a VR environment."
https://in.udacity.com/course/differential-equations-in-action--cs222,Embedded Systems,NA,"In this course, you'll hone your problem-solving skills through learning to find numerical solutions to systems of differential equations. You'll write code in Python to fight forest fires, rescue the Apollo 13 astronauts, stop the spread of epidemics, and resolve other real-world dilemmas."
https://in.udacity.com/course/vr-scenes-and-objects--ud1013,High Performance Computer Architecture,NA,"In this course, you’ll learn the the fundamentals of using the Unity Game Engine to build beautiful and performant VR scenes. Starting from basic game objects, you will learn about transforms and materials, so that you can position objects and make them look realistic. Next, you will experiment with animations and cameras in order to make our scenes more engaging in VR. And finally, you will add some complex lighting to your scene to really make your experience really stand out."
https://in.udacity.com/course/learn-backbonejs--ud990,Network Security,NA,"This course is a collection of resources designed to introduce you to Backbone, a common organizational library for front-end web applications."
https://in.udacity.com/course/core-ml--ud1038,How to Make an iOS App,NA,"In this short course, we'll show you how to incorporate Apple's Core ML framework into your app. You'll also get a quick overview of machine learning fundamentals, and exposure to real-world examples of companies using machine learning technology in their iOS apps."
https://in.udacity.com/course/how-to-install-android-studio--ud808,Swift for Developers,NA,"This is a short tutorial that walks you through installing Android Studio on a Windows or Mac machine, beginning with downloading the Java SDK. You will also learn how to set up a new project using the Android Studio Project Wizard."
https://in.udacity.com/course/auto-layout--ud1026,Intro to Physics,NA,"With this course, you will learn about AutoLayout and how to use stack views and constraints to create pixel-perfect UIs."
https://in.udacity.com/course/tales-from-the-genome--bio110,Artificial Intelligence,NA,"This course is a journey into the biology of the human genome and will highlight the scientific, social, and personal perspectives of people living with a variety of traits."
https://in.udacity.com/course/mobile-design-and-usability-for-ios--ud1034,Object-Oriented JavaScript,NA,"Featuring Facebook's experts in User Research and Product Design, this course walks you through the steps to design a new mobile product that puts users first. You'll learn how to use data collected from users to guide prototyping, and conduct user testing with a production app to guide a future redesign."
https://in.udacity.com/course/deploying-a-hadoop-cluster--ud1000,Machine Learning: Unsupervised Learning,NA,"Learn how to tackle big data problems with your own Hadoop clusters! In this course, you’ll deploy Hadoop clusters in the cloud and use them to gain insights from large datasets."
https://in.udacity.com/course/firebase-in-a-weekend-by-google-ios--ud0351,Creating an Analytical Dataset,NA,"In this course, you’ll learn how to use Firebase. Firebase is app development platform that provides developers a variety of tools and a scalable infrastructure to build high quality apps."
https://in.udacity.com/course/server-side-swift--ud1031,Asynchronous JavaScript Requests,NA,"In this course, built in collaboration with IBM and Hashicorp, you'll learn how to build server-side Swift applications that run on Linux and in the cloud, including how to use Swift to build a microservices backend. This course covers the best practices for constructing and deploying server-side Swift using industry-proven tools like Docker and Terraform."
https://in.udacity.com/course/passwordless-login-solutions-for-ios--ud1028,Localization Essentials,NA,"For an app developer, providing a seamless user experience is critical for building engagement and growing a user base. Passwordless login solutions provide your users with a simple, secure, and positive first experience."
https://in.udacity.com/course/health-informatics-in-the-cloud--ud809,Rapid Prototyping,NA,This class is offered as CS6440 at Georgia Tech where it is a part of the Online Masters Degree (OMS). Taking this course here will not earn credit towards the OMS degree.
https://in.udacity.com/course/intro-to-point-click-app-development--ud162,Model Building and Validation,NA,"This class teaches you how to build powerful web and mobile apps and host them in the cloud, without writing a line of code."
https://in.udacity.com/course/intro-to-programming--ud000,JavaScript and the DOM,NA,"If you have zero programming knowledge, completing this Nanodegree will give you the basic understanding and skills you need to get started in the world of programming."
https://in.udacity.com/course/machine-learning-interview-prep--ud1001,Compilers: Theory and Practice,NA,"In this course, you’ll learn exactly what to expect during a machine learning interview. You’ll cover all the common questions and technical strategies, and review a range of important topics, from machine learning algorithms to image categorization. You’ll also learn best practices for data structure questions and whiteboard problems, and at the end of the course, you’ll get unlimited access to mock interviews on Pramp. Complete this course and hone your interview skills today!"
https://in.udacity.com/course/eigenvectors-and-eigenvalues--ud104,Software Debugging,NA,One of the most interesting topics to visualize in Linear Algebra are Eigenvectors and Eigenvalues. Here you will learn how to easily calculate them and how they are applicable and particularly interesting when it comes to machine learning implementations.
https://in.udacity.com/course/introduction-to-cybersecurity--ud1337,A/B Testing for Business Analysts,NA,"Explore the fundamental building blocks of cybersecurity. Learn how networks handle routing, DNS, load-balancing, and more. Learn the Linux operating system, and review programming and APIs. Start building cloud infrastructure."
https://in.udacity.com/course/deep-learning-pytorch--ud188,UIKit Fundamentals,NA,"In this course, you’ll learn the basics of deep learning, and build your own deep neural networks using PyTorch. You’ll get practical experience with PyTorch through coding exercises and projects implementing state-of-the-art AI applications such as style transfer and text generation."
https://in.udacity.com/course/dynamic-web-applications-with-sinatra--ud268,VR Software Development,NA,"Learn how to build web applications with Sinatra, an elegant and approachable web development micro-framework for Ruby."
https://in.udacity.com/course/android-wear-development--ud875A,Differential Equations in Action,NA,This course is deprecated.
https://in.udacity.com/course/android-tv-and-google-cast-development--ud875B,VR Scenes and Objects,NA,This course is deprecated.
https://in.udacity.com/course/android-auto-development--ud875C,Learn Backbone.js,NA,"Reach your users while they're out and about by extending your Media or Messaging app to Android Auto! As you'll learn in this course, making your app available in the car is as easy as extending your existing code. This course explains how to get started and then covers Media and Messaging apps in detail."
https://in.udacity.com/course/learn-swift-programming-syntax--ud902,Core ML: Machine Learning for iOS,NA,"Swift is a language created by Apple specifically for iOS and OS X development. It’s fast, concise, and comes with tools which make it easier than ever to visualize one's code."
https://in.udacity.com/course/mobile-design-and-usability-for-android--ud358,How to Install Android Studio,NA,"Featuring Facebook's experts in User Research and Product Design, this course walks you through the steps to design a new mobile product that puts users first. You'll learn how to use data collected from users to guide prototyping, and conduct user testing with a production app to guide a future redesign."
https://in.udacity.com/course/passwordless-login-solutions-for-android--ud357,AutoLayout,NA,"For an app developer, providing a seamless user experience is critical for building engagement and growing a user base. Passwordless login solutions provide your users with a simple, secure, and positive first experience."
https://in.udacity.com/course/2d-game-development-with-libgdx--ud405,Tales from the Genome,NA,"This course explores how to use LibGDX to build 2D games that run anywhere, from web browsers to mobile devices. We start with simple drawings, and then turn to simple animations, physics, and user input handling. Finally, we create a full game, called Icicles, where icicles rain down from the top of the screen, and the player must dodge them using the arrow keys or by tilting their phone."
https://in.udacity.com/course/big-data-analytics-in-healthcare--ud758,Mobile Design and Usability for iOS,NA,"Data science plays an important role in many industries. In facing massive amount of heterogeneous data, scalable machine learning and data mining algorithms and systems become extremely important for data scientists. The growth of volume, complexity and speed in data drives the need for scalable data analytic algorithms and systems. In this course, we study such algorithms and systems in the context of healthcare applications."
https://in.udacity.com/course/ios-networking-with-swift--ud421,Deploying a Hadoop Cluster,NA,"In this course, you’ll learn how to incorporate networking into your apps, so they can access data from around the world. You’ll learn how to harness the power of APIs to display images and retrieve movie data. At the end of the course, you’ll build the ""On the Map"" app which allows you to share interesting links, projects, or other information with fellow Udacity students."
https://in.udacity.com/course/building-high-conversion-web-forms--ud890,Firebase in a Weekend: iOS,NA,"Any meaningful experience on the web has a form. Whether it's a form made of text boxes, toggles, buttons, checkboxes, or touchable widgets, web developers need to be purposeful about forms to make users happy and increase conversions."
https://in.udacity.com/course/developing-android-apps-with-kotlin--ud9012,Server-Side Swift,NA,"Learn to architect and develop Android apps in the Kotlin programming language using industry-proven tools and libraries. With these techniques you'll create apps in less time, writing less code, and with fewer errors."
https://in.udacity.com/course/classification-models--ud978,Passwordless Login Solutions for iOS,NA,"The Classification Models course provides students with the foundational knowledge to use classification models to create business insights. You will learn:
"
https://in.udacity.com/course/firebase-analytics-android--ud354,Health Informatics in the Cloud,NA,"In this course, you’ll learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution. You'll be able to learn who your users are and how they interact with your app. You can then use this information to make informed decisions to improve your app, such as how difficult to make a level in a game, where to place an advertisement, or what products to stock."
https://in.udacity.com/course/knowledge-based-ai-cognitive-systems--ud409,Intro to Point & Click App Development,NA,This class is offered as CS7637 at Georgia Tech where it is a part of the Online Masters Degree (OMS). Taking this course here will not earn credit towards the OMS degree.
https://in.udacity.com/course/computational-photography--ud955,Intro to Programming,NA,"This class explores how computation impacts the entire workflow of photography, which is traditionally aimed at capturing light from a 3D scene to form a 2D image. A detailed study of the perceptual, technical and computational aspects of forming pictures, and more precisely the capture and depiction of reality on a (mostly 2D) medium of images is undertaken over the entire term. The scientific, perceptual, and artistic principles behind image-making will be emphasized, especially as impacted and changed by computation."
https://in.udacity.com/course/real-time-analytics-with-apache-storm--ud381,Machine Learning Interview Preparation,NA,"The world is trending in real time! Learn from Twitter to scalably process tweets, or any big data stream, in real-time to drive d3 visualizations using Apache Storm, the ""Hadoop of Real Time."" Storm is free, open source, and fun to use! Learn from Karthik Ramasamy, Technical Lead of Storm@Twitter, about the distributed, fault-tolerant, and flexible technology used to power Twitter’s real-time data flow pipeline. Twitter open sourced Storm in 2011, and it graduated to a top-level Apache project in September, 2014."
https://in.udacity.com/course/segmentation-and-clustering--ud981,Eigenvectors and Eigenvalues,NA,The Segmentation and Clustering course provides students with the foundational knowledge to build and apply clustering models to develop more sophisticated segmentation in business contexts. You will learn:
https://in.udacity.com/course/human-computer-interaction--ud400,Introduction to Cybersecurity,NA,"This course is an introductory course on human-computer interaction, covering the principles, techniques, and open areas of development in HCI."
https://in.udacity.com/course/app-monetization--ud518,Intro to Deep Learning with PyTorch,NA,"There is no higher form of user validation than having customers support your product with their wallets. However, the path to a profitable business is not necessarily an easy one. This course blends instruction with real life examples to help you effectively develop, implement, and measure your monetization strategy, iterating on the model as appropriate."
https://in.udacity.com/course/software-analysis-testing--ud333,Dynamic Web Applications with Sinatra,NA,"This course covers the theory and practice of software analysis, which lies at the heart of many software development processes such as diagnosing bugs, testing, debugging, and more. It presents diverse techniques, each with their own strengths and limitations, for automating tasks such as testing, debugging, and finding bugs in complex real-world programs. These techniques include dataflow analysis, constraint-based analysis, type systems, model checking, symbolic execution, and more. The course teaches the principles underlying these techniques as well as imparts hands-on experience with using and implementing tools based on these techniques."
https://in.udacity.com/course/deploying-applications-with-heroku--ud272,Android Wear Development,NA,"This course will introduce you to web deployment platforms. You’ll begin by deploying your first web application to the Heroku platform, making it publicly available on the internet. In the process, you will learn about the underlying mechanics of web hosting. You will also learn how to configure your app, from accessing log output to configuring environment variables."
https://in.udacity.com/course/ios-persistence-and-core-data--ud325,Android TV and Google Cast Development,NA,"Persisting data is a core skill for any iOS developer. This course will teach you three techniques for storing data to your device’s hard drive: NSUserPreferences for small amounts of data, the Sandbox for files and Core Data when you have to play in the Big Leagues!"
https://in.udacity.com/course/educational-technology--ud915,Android Auto Development,NA,"This class is offered as CS6460 at Georgia Tech where it is a part of the Online Masters Degree (OMS). Credit for taking this course is conferred only on those that enroll in the degree. The text in the following sections comes from the syllabus for CS6460, located here."
https://in.udacity.com/course/xcode-debugging--ud774,Learn Swift Programming Syntax,NA,"""If debugging is the process of removing bugs, then programming must be the process of putting them in.""

Edsger W. Dijkstra"
https://in.udacity.com/course/the-mvc-pattern-in-ruby--ud270,Mobile Design and Usability for Android,NA,"Learn how to organize the code for your web apps, and why it's important. You’ll be using the MVC Design Pattern in the web application micro-framework, Sinatra."
https://in.udacity.com/course/cyber-physical-systems-security--ud279,Passwordless Login Solutions for Android,NA,This course provides an introduction to security issues relating to various cyber-physical systems including industrial control systems and those considered critical infrastructure systems.
https://in.udacity.com/course/grand-central-dispatch-gcd--ud576,2D Game Development with libGDX,NA,"Many times your apps need to run lengthy operations in the background, like downloading data, but you don't want these operations to interfere with your UI."
https://in.udacity.com/course/firebase-analytics-ios--ud353,Big Data Analytics in Healthcare,NA,"In this course, you’ll learn how to grow an app's user base using Firebase Analytics, a free and unlimited analytics solution. You'll be able to learn who your users are and how they interact with your app. You can then use this information to make informed decisions to improve your app, such as how difficult to make a level in a game, where to place an advertisement, or what products to stock."
https://in.udacity.com/course/how-to-make-a-platformer-using-libgdx--ud406,iOS Networking with Swift,NA,"'2D Game Development with libGDX' explored the basics of the libGDX game framework, from simple drawing to user input."
https://in.udacity.com/course/introduction-to-graduate-algorithms--ud401,Building High Conversion Web Forms,NA,This is a graduate-level course in the design and analysis of algorithms. We study techniques for the design of algorithms (such as dynamic programming) and algorithms for fundamental problems (such as fast Fourier transform or FFT).
https://in.udacity.com/course/engagement-monetization-mobile-games--ud407,Developing Android Apps with Kotlin,NA,"At first it may seem strange to consider monetization before a game is even completed, and many developers leave this as an afterthought. But monetization should be built into the fabric of a game from the beginning, because a clearly defined and understood monetization strategy can have tremendous impact on design decisions made during the development process. This kind of forward-thinking approach is especially important in today’s highly competitive game market, and keeping monetization strategy front-of-mind throughout can be the difference between product success and failure."
https://in.udacity.com/course/cyber-physical-systems-design-analysis--ud9876,Classification Models,NA,"Cyber-physical systems, such as automobiles, cars, and medical devices, comprise both a physical part and a software part, whereby the physical part of the system sends information about itself to the software part, and the software sends information, usually in the form of commands, to the physical part."
https://in.udacity.com/course/omscs-student-orientation--gt101,Firebase Analytics: Android,NA,This is an OMSCS orientation course for all Georgia Tech OMS students.
